t=0, n=0, m=0, rp=0 ---------> 49380
t=0, n=33, m=26, rp=3 ---------> 49380
t=1, n=33, m=26, rp=3 ---------> 49380
t=0, n=34, m=26, rp=3 ---------> 49380
t=1, n=34, m=26, rp=3 ---------> 49380
t=0, n=35, m=26, rp=3 ---------> 49380
t=1, n=35, m=26, rp=3 ---------> 49380
t=0, n=36, m=26, rp=3 ---------> 49380
t=1, n=36, m=26, rp=3 ---------> 49380
t=0, n=37, m=26, rp=3 ---------> 49380
t=1, n=37, m=26, rp=3 ---------> 49380
t=0, n=38, m=26, rp=3 ---------> 49380
t=1, n=38, m=26, rp=3 ---------> 49380
t=0, n=39, m=26, rp=3 ---------> 49380
t=1, n=39, m=26, rp=3 ---------> 49380
t=0, n=40, m=26, rp=3 ---------> 49380
t=1, n=40, m=26, rp=3 ---------> 49380
t=0, n=41, m=26, rp=3 ---------> 49380
t=1, n=41, m=26, rp=3 ---------> 49380
t=0, n=42, m=26, rp=3 ---------> 49380
t=1, n=42, m=26, rp=3 ---------> 49380
t=0, n=43, m=26, rp=3 ---------> 49380
t=1, n=43, m=26, rp=3 ---------> 49380
t=0, n=44, m=26, rp=3 ---------> 1.66931e+10
t=1, n=44, m=26, rp=3 ---------> -8.31945e+10
t=0, n=45, m=26, rp=3 ---------> 1.15131e+11
t=1, n=45, m=26, rp=3 ---------> -1.46375e+10
t=0, n=0, m=27, rp=3 ---------> 49380
t=1, n=0, m=27, rp=3 ---------> 49380
t=0, n=1, m=27, rp=3 ---------> 49380
t=1, n=1, m=27, rp=3 ---------> 49380
t=0, n=2, m=27, rp=3 ---------> 49380
t=1, n=2, m=27, rp=3 ---------> 49380
t=0, n=3, m=27, rp=3 ---------> 49380
t=1, n=3, m=27, rp=3 ---------> 49380
t=0, n=4, m=27, rp=3 ---------> 49380
t=1, n=4, m=27, rp=3 ---------> 49380
t=0, n=5, m=27, rp=3 ---------> 49380
t=1, n=5, m=27, rp=3 ---------> 49380
t=0, n=6, m=27, rp=3 ---------> 49380
t=1, n=6, m=27, rp=3 ---------> 49380
t=0, n=7, m=27, rp=3 ---------> 49380
t=1, n=7, m=27, rp=3 ---------> 49380
t=0, n=8, m=27, rp=3 ---------> 49380
t=1, n=8, m=27, rp=3 ---------> 49380
t=0, n=9, m=27, rp=3 ---------> 49380
t=1, n=9, m=27, rp=3 ---------> 49380
t=0, n=10, m=27, rp=3 ---------> 49380
t=1, n=10, m=27, rp=3 ---------> 49380
t=0, n=11, m=27, rp=3 ---------> 49380
t=1, n=11, m=27, rp=3 ---------> 49380
t=0, n=12, m=27, rp=3 ---------> 49380
t=1, n=12, m=27, rp=3 ---------> 49380
t=0, n=13, m=27, rp=3 ---------> 49380
t=1, n=13, m=27, rp=3 ---------> 49380
t=0, n=14, m=27, rp=3 ---------> 49380
t=1, n=14, m=27, rp=3 ---------> 49380
t=0, n=15, m=27, rp=3 ---------> 49380
t=1, n=15, m=27, rp=3 ---------> 49380
t=0, n=16, m=27, rp=3 ---------> 49380
t=1, n=16, m=27, rp=3 ---------> 49380
t=0, n=17, m=27, rp=3 ---------> 49380
t=1, n=17, m=27, rp=3 ---------> 49380
t=0, n=18, m=27, rp=3 ---------> 49380
t=1, n=18, m=27, rp=3 ---------> 49380
t=0, n=19, m=27, rp=3 ---------> 49380
t=1, n=19, m=27, rp=3 ---------> 49380
t=0, n=20, m=27, rp=3 ---------> 49380
t=1, n=20, m=27, rp=3 ---------> 49380
t=0, n=21, m=27, rp=3 ---------> 49380
t=1, n=21, m=27, rp=3 ---------> 49380
t=0, n=22, m=27, rp=3 ---------> 49380
t=1, n=22, m=27, rp=3 ---------> 49380
t=0, n=23, m=27, rp=3 ---------> 49380
t=1, n=23, m=27, rp=3 ---------> 49380
t=0, n=24, m=27, rp=3 ---------> 49380
t=1, n=24, m=27, rp=3 ---------> 49380
t=0, n=25, m=27, rp=3 ---------> 49380
t=1, n=25, m=27, rp=3 ---------> 49380
t=0, n=26, m=27, rp=3 ---------> 49380
t=1, n=26, m=27, rp=3 ---------> 49380
t=0, n=27, m=27, rp=3 ---------> 49380
t=1, n=27, m=27, rp=3 ---------> 49380
t=0, n=28, m=27, rp=3 ---------> 49380
t=1, n=28, m=27, rp=3 ---------> 49380
t=0, n=29, m=27, rp=3 ---------> 49380
t=1, n=29, m=27, rp=3 ---------> 49380
t=0, n=30, m=27, rp=3 ---------> 49380
t=1, n=30, m=27, rp=3 ---------> 49380
t=0, n=31, m=27, rp=3 ---------> 49380
t=1, n=31, m=27, rp=3 ---------> 49380
t=0, n=32, m=27, rp=3 ---------> 49380
t=1, n=32, m=27, rp=3 ---------> 49380
t=0, n=33, m=27, rp=3 ---------> 49380
t=1, n=33, m=27, rp=3 ---------> 49380
t=0, n=34, m=27, rp=3 ---------> 49380
t=1, n=34, m=27, rp=3 ---------> 49380
t=0, n=35, m=27, rp=3 ---------> 49380
t=1, n=35, m=27, rp=3 ---------> 49380
t=0, n=36, m=27, rp=3 ---------> 49380
t=1, n=36, m=27, rp=3 ---------> 49380
t=0, n=37, m=27, rp=3 ---------> 49380
t=1, n=37, m=27, rp=3 ---------> 49380
t=0, n=38, m=27, rp=3 ---------> 49380
t=1, n=38, m=27, rp=3 ---------> 49380
t=0, n=39, m=27, rp=3 ---------> 49380
t=1, n=39, m=27, rp=3 ---------> 49380
t=0, n=40, m=27, rp=3 ---------> 49380
t=1, n=40, m=27, rp=3 ---------> 49380
t=0, n=41, m=27, rp=3 ---------> 49380
t=1, n=41, m=27, rp=3 ---------> 49380
t=0, n=42, m=27, rp=3 ---------> 49380
t=1, n=42, m=27, rp=3 ---------> 49380
t=0, n=43, m=27, rp=3 ---------> 49380
t=1, n=43, m=27, rp=3 ---------> 49380
t=0, n=44, m=27, rp=3 ---------> -2.59074e+10
t=1, n=44, m=27, rp=3 ---------> -1.07951e+11
t=0, n=45, m=27, rp=3 ---------> 7.94463e+10
t=1, n=45, m=27, rp=3 ---------> -4.69796e+10
t=0, n=0, m=28, rp=3 ---------> 49380
t=1, n=0, m=28, rp=3 ---------> 49380
t=0, n=1, m=28, rp=3 ---------> 49380
t=1, n=1, m=28, rp=3 ---------> 49380
t=0, n=2, m=28, rp=3 ---------> 49380
t=1, n=2, m=28, rp=3 ---------> 49380
t=0, n=3, m=28, rp=3 ---------> 49380
t=1, n=3, m=28, rp=3 ---------> 49380
t=0, n=4, m=28, rp=3 ---------> 49380
t=1, n=4, m=28, rp=3 ---------> 49380
t=0, n=5, m=28, rp=3 ---------> 49380
t=1, n=5, m=28, rp=3 ---------> 49380
t=0, n=6, m=28, rp=3 ---------> 49380
t=1, n=6, m=28, rp=3 ---------> 49380
t=0, n=7, m=28, rp=3 ---------> 49380
t=1, n=7, m=28, rp=3 ---------> 49380
t=0, n=8, m=28, rp=3 ---------> 49380
t=1, n=8, m=28, rp=3 ---------> 49380
t=0, n=9, m=28, rp=3 ---------> 49380
t=1, n=9, m=28, rp=3 ---------> 49380
t=0, n=10, m=28, rp=3 ---------> 49380
t=1, n=10, m=28, rp=3 ---------> 49380
t=0, n=11, m=28, rp=3 ---------> 49380
t=1, n=11, m=28, rp=3 ---------> 49380
t=0, n=12, m=28, rp=3 ---------> 49380
t=1, n=12, m=28, rp=3 ---------> 49380
t=0, n=13, m=28, rp=3 ---------> 49380
t=1, n=13, m=28, rp=3 ---------> 49380
t=0, n=14, m=28, rp=3 ---------> 49380
t=1, n=14, m=28, rp=3 ---------> 49380
t=0, n=15, m=28, rp=3 ---------> 49380
t=1, n=15, m=28, rp=3 ---------> 49380
t=0, n=16, m=28, rp=3 ---------> 49380
t=1, n=16, m=28, rp=3 ---------> 49380
t=0, n=17, m=28, rp=3 ---------> 49380
t=1, n=17, m=28, rp=3 ---------> 49380
t=0, n=18, m=28, rp=3 ---------> 49380
t=1, n=18, m=28, rp=3 ---------> 49380
t=0, n=19, m=28, rp=3 ---------> 49380
t=1, n=19, m=28, rp=3 ---------> 49380
t=0, n=20, m=28, rp=3 ---------> 49380
t=1, n=20, m=28, rp=3 ---------> 49380
t=0, n=21, m=28, rp=3 ---------> 49380
t=1, n=21, m=28, rp=3 ---------> 49380
t=0, n=22, m=28, rp=3 ---------> 49380
t=1, n=22, m=28, rp=3 ---------> 49380
t=0, n=23, m=28, rp=3 ---------> 49380
t=1, n=23, m=28, rp=3 ---------> 49380
t=0, n=24, m=28, rp=3 ---------> 49380
t=1, n=24, m=28, rp=3 ---------> 49380
t=0, n=25, m=28, rp=3 ---------> 49380
t=1, n=25, m=28, rp=3 ---------> 49380
t=0, n=26, m=28, rp=3 ---------> 49380
t=1, n=26, m=28, rp=3 ---------> 49380
t=0, n=27, m=28, rp=3 ---------> 49380
t=1, n=27, m=28, rp=3 ---------> 49380
t=0, n=28, m=28, rp=3 ---------> 49380
t=1, n=28, m=28, rp=3 ---------> 49380
t=0, n=29, m=28, rp=3 ---------> 49380
t=1, n=29, m=28, rp=3 ---------> 49380
t=0, n=30, m=28, rp=3 ---------> 49380
t=1, n=30, m=28, rp=3 ---------> 49380
t=0, n=31, m=28, rp=3 ---------> 49380
t=1, n=31, m=28, rp=3 ---------> 49380
t=0, n=32, m=28, rp=3 ---------> 49380
t=1, n=32, m=28, rp=3 ---------> 49380
t=0, n=33, m=28, rp=3 ---------> 49380
t=1, n=33, m=28, rp=3 ---------> 49380
t=0, n=34, m=28, rp=3 ---------> 49380
t=1, n=34, m=28, rp=3 ---------> 49380
t=0, n=35, m=28, rp=3 ---------> 49380
t=1, n=35, m=28, rp=3 ---------> 49380
t=0, n=36, m=28, rp=3 ---------> 49380
t=1, n=36, m=28, rp=3 ---------> 49380
t=0, n=37, m=28, rp=3 ---------> 49380
t=1, n=37, m=28, rp=3 ---------> 49380
t=0, n=38, m=28, rp=3 ---------> 49380
t=1, n=38, m=28, rp=3 ---------> 49380
t=0, n=39, m=28, rp=3 ---------> 49380
t=1, n=39, m=28, rp=3 ---------> 49380
t=0, n=40, m=28, rp=3 ---------> 49380
t=1, n=40, m=28, rp=3 ---------> 49380
t=0, n=41, m=28, rp=3 ---------> 49380
t=1, n=41, m=28, rp=3 ---------> 49380
t=0, n=42, m=28, rp=3 ---------> 49380
t=1, n=42, m=28, rp=3 ---------> 49380
t=0, n=43, m=28, rp=3 ---------> 49380
t=1, n=43, m=28, rp=3 ---------> 49380
t=0, n=44, m=28, rp=3 ---------> -7.94127e+10
t=1, n=44, m=28, rp=3 ---------> -7.68838e+10
t=0, n=45, m=28, rp=3 ---------> 2.7315e+10
t=1, n=45, m=28, rp=3 ---------> 9.13346e+09
t=0, n=0, m=29, rp=3 ---------> 49380
t=1, n=0, m=29, rp=3 ---------> 49380
t=0, n=1, m=29, rp=3 ---------> 49380
t=1, n=1, m=29, rp=3 ---------> 49380
t=0, n=2, m=29, rp=3 ---------> 49380
t=1, n=2, m=29, rp=3 ---------> 49380
t=0, n=3, m=29, rp=3 ---------> 49380
t=1, n=3, m=29, rp=3 ---------> 49380
t=0, n=4, m=29, rp=3 ---------> 49380
t=1, n=4, m=29, rp=3 ---------> 49380
t=0, n=5, m=29, rp=3 ---------> 49380
t=1, n=5, m=29, rp=3 ---------> 49380
t=0, n=6, m=29, rp=3 ---------> 49380
t=1, n=6, m=29, rp=3 ---------> 49380
t=0, n=7, m=29, rp=3 ---------> 49380
t=1, n=7, m=29, rp=3 ---------> 49380
t=0, n=8, m=29, rp=3 ---------> 49380
t=1, n=8, m=29, rp=3 ---------> 49380
t=0, n=9, m=29, rp=3 ---------> 49380
t=1, n=9, m=29, rp=3 ---------> 49380
t=0, n=10, m=29, rp=3 ---------> 49380
t=1, n=10, m=29, rp=3 ---------> 49380
t=0, n=11, m=29, rp=3 ---------> 49380
t=1, n=11, m=29, rp=3 ---------> 49380
t=0, n=12, m=29, rp=3 ---------> 49380
t=1, n=12, m=29, rp=3 ---------> 49380
t=0, n=13, m=29, rp=3 ---------> 49380
t=1, n=13, m=29, rp=3 ---------> 49380
t=0, n=14, m=29, rp=3 ---------> 49380
t=1, n=14, m=29, rp=3 ---------> 49380
t=0, n=15, m=29, rp=3 ---------> 49380
t=1, n=15, m=29, rp=3 ---------> 49380
t=0, n=16, m=29, rp=3 ---------> 49380
t=1, n=16, m=29, rp=3 ---------> 49380
t=0, n=17, m=29, rp=3 ---------> 49380
t=1, n=17, m=29, rp=3 ---------> 49380
t=0, n=18, m=29, rp=3 ---------> 49380
t=1, n=18, m=29, rp=3 ---------> 49380
t=0, n=19, m=29, rp=3 ---------> 49380
t=1, n=19, m=29, rp=3 ---------> 49380
t=0, n=20, m=29, rp=3 ---------> 49380
t=1, n=20, m=29, rp=3 ---------> 49380
t=0, n=21, m=29, rp=3 ---------> 49380
t=1, n=21, m=29, rp=3 ---------> 49380
t=0, n=22, m=29, rp=3 ---------> 49380
t=1, n=22, m=29, rp=3 ---------> 49380
t=0, n=23, m=29, rp=3 ---------> 49380
t=1, n=23, m=29, rp=3 ---------> 49380
t=0, n=24, m=29, rp=3 ---------> 49380
t=1, n=24, m=29, rp=3 ---------> 49380
t=0, n=25, m=29, rp=3 ---------> 49380
t=1, n=25, m=29, rp=3 ---------> 49380
t=0, n=26, m=29, rp=3 ---------> 49380
t=1, n=26, m=29, rp=3 ---------> 49380
t=0, n=27, m=29, rp=3 ---------> 49380
t=1, n=27, m=29, rp=3 ---------> 49380
t=0, n=28, m=29, rp=3 ---------> 49380
t=1, n=28, m=29, rp=3 ---------> 49380
t=0, n=29, m=29, rp=3 ---------> 49380
t=1, n=29, m=29, rp=3 ---------> 49380
t=0, n=30, m=29, rp=3 ---------> 49380
t=1, n=30, m=29, rp=3 ---------> 49380
t=0, n=31, m=29, rp=3 ---------> 49380
t=1, n=31, m=29, rp=3 ---------> 49380
t=0, n=32, m=29, rp=3 ---------> 49380
t=1, n=32, m=29, rp=3 ---------> 49380
t=0, n=33, m=29, rp=3 ---------> 49380
t=1, n=33, m=29, rp=3 ---------> 49380
t=0, n=34, m=29, rp=3 ---------> 49380
t=1, n=34, m=29, rp=3 ---------> 49380
t=0, n=35, m=29, rp=3 ---------> 49380
t=1, n=35, m=29, rp=3 ---------> 49380
t=0, n=36, m=29, rp=3 ---------> 49380
t=1, n=36, m=29, rp=3 ---------> 49380
t=0, n=37, m=29, rp=3 ---------> 49380
t=1, n=37, m=29, rp=3 ---------> 49380
t=0, n=38, m=29, rp=3 ---------> 49380
t=1, n=38, m=29, rp=3 ---------> 49380
t=0, n=39, m=29, rp=3 ---------> 49380
t=1, n=39, m=29, rp=3 ---------> 49380
t=0, n=40, m=29, rp=3 ---------> 49380
t=1, n=40, m=29, rp=3 ---------> 49380
t=0, n=41, m=29, rp=3 ---------> 49380
t=1, n=41, m=29, rp=3 ---------> 49380
t=0, n=42, m=29, rp=3 ---------> 49380
t=1, n=42, m=29, rp=3 ---------> 49380
t=0, n=43, m=29, rp=3 ---------> 49380
t=1, n=43, m=29, rp=3 ---------> 49380
t=0, n=44, m=29, rp=3 ---------> 8.70725e+09
t=1, n=44, m=29, rp=3 ---------> -9.94266e+10
t=0, n=45, m=29, rp=3 ---------> 3.59175e+10
t=1, n=45, m=29, rp=3 ---------> -5.82768e+09
t=0, n=0, m=30, rp=3 ---------> 49380
t=1, n=0, m=30, rp=3 ---------> 49380
t=0, n=1, m=30, rp=3 ---------> 49380
t=1, n=1, m=30, rp=3 ---------> 49380
t=0, n=2, m=30, rp=3 ---------> 49380
t=1, n=2, m=30, rp=3 ---------> 49380
t=0, n=3, m=30, rp=3 ---------> 49380
t=1, n=3, m=30, rp=3 ---------> 49380
t=0, n=4, m=30, rp=3 ---------> 49380
t=1, n=4, m=30, rp=3 ---------> 49380
t=0, n=5, m=30, rp=3 ---------> 49380
t=1, n=5, m=30, rp=3 ---------> 49380
t=0, n=6, m=30, rp=3 ---------> 49380
t=1, n=6, m=30, rp=3 ---------> 49380
t=0, n=7, m=30, rp=3 ---------> 49380
t=1, n=7, m=30, rp=3 ---------> 49380
t=0, n=8, m=30, rp=3 ---------> 49380
t=1, n=8, m=30, rp=3 ---------> 49380
t=0, n=9, m=30, rp=3 ---------> 49380
t=1, n=9, m=30, rp=3 ---------> 49380
t=0, n=10, m=30, rp=3 ---------> 49380
t=1, n=10, m=30, rp=3 ---------> 49380
t=0, n=11, m=30, rp=3 ---------> 49380
t=1, n=11, m=30, rp=3 ---------> 49380
t=0, n=12, m=30, rp=3 ---------> 49380
t=1, n=12, m=30, rp=3 ---------> 49380
t=0, n=13, m=30, rp=3 ---------> 49380
t=1, n=13, m=30, rp=3 ---------> 49380
t=0, n=14, m=30, rp=3 ---------> 49380
t=1, n=14, m=30, rp=3 ---------> 49380
t=0, n=15, m=30, rp=3 ---------> 49380
t=1, n=15, m=30, rp=3 ---------> 49380
t=0, n=16, m=30, rp=3 ---------> 49380
t=1, n=16, m=30, rp=3 ---------> 49380
t=0, n=17, m=30, rp=3 ---------> 49380
t=1, n=17, m=30, rp=3 ---------> 49380
t=0, n=18, m=30, rp=3 ---------> 49380
t=1, n=18, m=30, rp=3 ---------> 49380
t=0, n=19, m=30, rp=3 ---------> 49380
t=1, n=19, m=30, rp=3 ---------> 49380
t=0, n=20, m=30, rp=3 ---------> 49380
t=1, n=20, m=30, rp=3 ---------> 49380
t=0, n=21, m=30, rp=3 ---------> 49380
t=1, n=21, m=30, rp=3 ---------> 49380
t=0, n=22, m=30, rp=3 ---------> 49380
t=1, n=22, m=30, rp=3 ---------> 49380
t=0, n=23, m=30, rp=3 ---------> 49380
t=1, n=23, m=30, rp=3 ---------> 49380
t=0, n=24, m=30, rp=3 ---------> 49380
t=1, n=24, m=30, rp=3 ---------> 49380
t=0, n=25, m=30, rp=3 ---------> 49380
t=1, n=25, m=30, rp=3 ---------> 49380
t=0, n=26, m=30, rp=3 ---------> 49380
t=1, n=26, m=30, rp=3 ---------> 49380
t=0, n=27, m=30, rp=3 ---------> 49380
t=1, n=27, m=30, rp=3 ---------> 49380
t=0, n=28, m=30, rp=3 ---------> 49380
t=1, n=28, m=30, rp=3 ---------> 49380
t=0, n=29, m=30, rp=3 ---------> 49380
t=1, n=29, m=30, rp=3 ---------> 49380
t=0, n=30, m=30, rp=3 ---------> 49380
t=1, n=30, m=30, rp=3 ---------> 49380
t=0, n=31, m=30, rp=3 ---------> 49380
t=1, n=31, m=30, rp=3 ---------> 49380
t=0, n=32, m=30, rp=3 ---------> 49380
t=1, n=32, m=30, rp=3 ---------> 49380
t=0, n=33, m=30, rp=3 ---------> 49380
t=1, n=33, m=30, rp=3 ---------> 49380
t=0, n=34, m=30, rp=3 ---------> 49380
t=1, n=34, m=30, rp=3 ---------> 49380
t=0, n=35, m=30, rp=3 ---------> 49380
t=1, n=35, m=30, rp=3 ---------> 49380
t=0, n=36, m=30, rp=3 ---------> 49380
t=1, n=36, m=30, rp=3 ---------> 49380
t=0, n=37, m=30, rp=3 ---------> 49380
t=1, n=37, m=30, rp=3 ---------> 49380
t=0, n=38, m=30, rp=3 ---------> 49380
t=1, n=38, m=30, rp=3 ---------> 49380
t=0, n=39, m=30, rp=3 ---------> 49380
t=1, n=39, m=30, rp=3 ---------> 49380
t=0, n=40, m=30, rp=3 ---------> 49380
t=1, n=40, m=30, rp=3 ---------> 49380
t=0, n=41, m=30, rp=3 ---------> 49380
t=1, n=41, m=30, rp=3 ---------> 49380
t=0, n=42, m=30, rp=3 ---------> 49380
t=1, n=42, m=30, rp=3 ---------> 49380
t=0, n=43, m=30, rp=3 ---------> 49380
t=1, n=43, m=30, rp=3 ---------> 49380
t=0, n=44, m=30, rp=3 ---------> -3.15714e+10
t=1, n=44, m=30, rp=3 ---------> -3.90529e+10
t=0, n=45, m=30, rp=3 ---------> -4.87399e+09
t=1, n=45, m=30, rp=3 ---------> -1.17595e+10
t=0, n=0, m=31, rp=3 ---------> 49380
t=1, n=0, m=31, rp=3 ---------> 49380
t=0, n=1, m=31, rp=3 ---------> 49380
t=1, n=1, m=31, rp=3 ---------> 49380
t=0, n=2, m=31, rp=3 ---------> 49380
t=1, n=2, m=31, rp=3 ---------> 49380
t=0, n=3, m=31, rp=3 ---------> 49380
t=1, n=3, m=31, rp=3 ---------> 49380
t=0, n=4, m=31, rp=3 ---------> 49380
t=1, n=4, m=31, rp=3 ---------> 49380
t=0, n=5, m=31, rp=3 ---------> 49380
t=1, n=5, m=31, rp=3 ---------> 49380
t=0, n=6, m=31, rp=3 ---------> 49380
t=1, n=6, m=31, rp=3 ---------> 49380
t=0, n=7, m=31, rp=3 ---------> 49380
t=1, n=7, m=31, rp=3 ---------> 49380
t=0, n=8, m=31, rp=3 ---------> 49380
t=1, n=8, m=31, rp=3 ---------> 49380
t=0, n=9, m=31, rp=3 ---------> 49380
t=1, n=9, m=31, rp=3 ---------> 49380
t=0, n=10, m=31, rp=3 ---------> 49380
t=1, n=10, m=31, rp=3 ---------> 49380
t=0, n=11, m=31, rp=3 ---------> 49380
t=1, n=11, m=31, rp=3 ---------> 49380
t=0, n=12, m=31, rp=3 ---------> 49380
t=1, n=12, m=31, rp=3 ---------> 49380
t=0, n=13, m=31, rp=3 ---------> 49380
t=1, n=13, m=31, rp=3 ---------> 49380
t=0, n=14, m=31, rp=3 ---------> 49380
t=1, n=14, m=31, rp=3 ---------> 49380
t=0, n=15, m=31, rp=3 ---------> 49380
t=1, n=15, m=31, rp=3 ---------> 49380
t=0, n=16, m=31, rp=3 ---------> 49380
t=1, n=16, m=31, rp=3 ---------> 49380
t=0, n=17, m=31, rp=3 ---------> 49380
t=1, n=17, m=31, rp=3 ---------> 49380
t=0, n=18, m=31, rp=3 ---------> 49380
t=1, n=18, m=31, rp=3 ---------> 49380
t=0, n=19, m=31, rp=3 ---------> 49380
t=1, n=19, m=31, rp=3 ---------> 49380
t=0, n=20, m=31, rp=3 ---------> 49380
t=1, n=20, m=31, rp=3 ---------> 49380
t=0, n=21, m=31, rp=3 ---------> 49380
t=1, n=21, m=31, rp=3 ---------> 49380
t=0, n=22, m=31, rp=3 ---------> 49380
t=1, n=22, m=31, rp=3 ---------> 49380
t=0, n=23, m=31, rp=3 ---------> 49380
t=1, n=23, m=31, rp=3 ---------> 49380
t=0, n=24, m=31, rp=3 ---------> 49380
t=1, n=24, m=31, rp=3 ---------> 49380
t=0, n=25, m=31, rp=3 ---------> 49380
t=1, n=25, m=31, rp=3 ---------> 49380
t=0, n=26, m=31, rp=3 ---------> 49380
t=1, n=26, m=31, rp=3 ---------> 49380
t=0, n=27, m=31, rp=3 ---------> 49380
t=1, n=27, m=31, rp=3 ---------> 49380
t=0, n=28, m=31, rp=3 ---------> 49380
t=1, n=28, m=31, rp=3 ---------> 49380
t=0, n=29, m=31, rp=3 ---------> 49380
t=1, n=29, m=31, rp=3 ---------> 49380
t=0, n=30, m=31, rp=3 ---------> 49380
t=1, n=30, m=31, rp=3 ---------> 49380
t=0, n=31, m=31, rp=3 ---------> 49380
t=1, n=31, m=31, rp=3 ---------> 49380
t=0, n=32, m=31, rp=3 ---------> 49380
t=1, n=32, m=31, rp=3 ---------> 49380
t=0, n=33, m=31, rp=3 ---------> 49380
t=1, n=33, m=31, rp=3 ---------> 49380
t=0, n=34, m=31, rp=3 ---------> 49380
t=1, n=34, m=31, rp=3 ---------> 49380
t=0, n=35, m=31, rp=3 ---------> 49380
t=1, n=35, m=31, rp=3 ---------> 49380
t=0, n=36, m=31, rp=3 ---------> 49380
t=1, n=36, m=31, rp=3 ---------> 49380
t=0, n=37, m=31, rp=3 ---------> 49380
t=1, n=37, m=31, rp=3 ---------> 49380
t=0, n=38, m=31, rp=3 ---------> 49380
t=1, n=38, m=31, rp=3 ---------> 49380
t=0, n=39, m=31, rp=3 ---------> 49380
t=1, n=39, m=31, rp=3 ---------> 49380
t=0, n=40, m=31, rp=3 ---------> 49380
t=1, n=40, m=31, rp=3 ---------> 49380
t=0, n=41, m=31, rp=3 ---------> 49380
t=1, n=41, m=31, rp=3 ---------> 49380
t=0, n=42, m=31, rp=3 ---------> 49380
t=1, n=42, m=31, rp=3 ---------> 49380
t=0, n=43, m=31, rp=3 ---------> 49380
t=1, n=43, m=31, rp=3 ---------> 49380
t=0, n=44, m=31, rp=3 ---------> -5.93736e+10
t=1, n=44, m=31, rp=3 ---------> -1.25953e+11
t=0, n=45, m=31, rp=3 ---------> 5.28472e+10
t=1, n=45, m=31, rp=3 ---------> 5.14441e+09
t=0, n=0, m=32, rp=3 ---------> 49380
t=1, n=0, m=32, rp=3 ---------> 49380
t=0, n=1, m=32, rp=3 ---------> 49380
t=1, n=1, m=32, rp=3 ---------> 49380
t=0, n=2, m=32, rp=3 ---------> 49380
t=1, n=2, m=32, rp=3 ---------> 49380
t=0, n=3, m=32, rp=3 ---------> 49380
t=1, n=3, m=32, rp=3 ---------> 49380
t=0, n=4, m=32, rp=3 ---------> 49380
t=1, n=4, m=32, rp=3 ---------> 49380
t=0, n=5, m=32, rp=3 ---------> 49380
t=1, n=5, m=32, rp=3 ---------> 49380
t=0, n=6, m=32, rp=3 ---------> 49380
t=1, n=6, m=32, rp=3 ---------> 49380
t=0, n=7, m=32, rp=3 ---------> 49380
t=1, n=7, m=32, rp=3 ---------> 49380
t=0, n=8, m=32, rp=3 ---------> 49380
t=1, n=8, m=32, rp=3 ---------> 49380
t=0, n=9, m=32, rp=3 ---------> 49380
t=1, n=9, m=32, rp=3 ---------> 49380
t=0, n=10, m=32, rp=3 ---------> 49380
t=1, n=10, m=32, rp=3 ---------> 49380
t=0, n=11, m=32, rp=3 ---------> 49380
t=1, n=11, m=32, rp=3 ---------> 49380
t=0, n=12, m=32, rp=3 ---------> 49380
t=1, n=12, m=32, rp=3 ---------> 49380
t=0, n=13, m=32, rp=3 ---------> 49380
t=1, n=13, m=32, rp=3 ---------> 49380
t=0, n=14, m=32, rp=3 ---------> 49380
t=1, n=14, m=32, rp=3 ---------> 49380
t=0, n=15, m=32, rp=3 ---------> 49380
t=1, n=15, m=32, rp=3 ---------> 49380
t=0, n=16, m=32, rp=3 ---------> 49380
t=1, n=16, m=32, rp=3 ---------> 49380
t=0, n=17, m=32, rp=3 ---------> 49380
t=1, n=17, m=32, rp=3 ---------> 49380
t=0, n=18, m=32, rp=3 ---------> 49380
t=1, n=18, m=32, rp=3 ---------> 49380
t=0, n=19, m=32, rp=3 ---------> 49380
t=1, n=19, m=32, rp=3 ---------> 49380
t=0, n=20, m=32, rp=3 ---------> 49380
t=1, n=20, m=32, rp=3 ---------> 49380
t=0, n=21, m=32, rp=3 ---------> 49380
t=1, n=21, m=32, rp=3 ---------> 49380
t=0, n=22, m=32, rp=3 ---------> 49380
t=1, n=22, m=32, rp=3 ---------> 49380
t=0, n=23, m=32, rp=3 ---------> 49380
t=1, n=23, m=32, rp=3 ---------> 49380
t=0, n=24, m=32, rp=3 ---------> 49380
t=1, n=24, m=32, rp=3 ---------> 49380
t=0, n=25, m=32, rp=3 ---------> 49380
t=1, n=25, m=32, rp=3 ---------> 49380
t=0, n=26, m=32, rp=3 ---------> 49380
t=1, n=26, m=32, rp=3 ---------> 49380
t=0, n=27, m=32, rp=3 ---------> 49380
t=1, n=27, m=32, rp=3 ---------> 49380
t=0, n=28, m=32, rp=3 ---------> 49380
t=1, n=28, m=32, rp=3 ---------> 49380
t=0, n=29, m=32, rp=3 ---------> 49380
t=1, n=29, m=32, rp=3 ---------> 49380
t=0, n=30, m=32, rp=3 ---------> 49380
t=1, n=30, m=32, rp=3 ---------> 49380
t=0, n=31, m=32, rp=3 ---------> 49380
t=1, n=31, m=32, rp=3 ---------> 49380
t=0, n=32, m=32, rp=3 ---------> 49380
t=1, n=32, m=32, rp=3 ---------> 49380
t=0, n=33, m=32, rp=3 ---------> 49380
t=1, n=33, m=32, rp=3 ---------> 49380
